epoch,train_loss,val_loss,train_data,train_physics,train_collocation,omega2,omega3,val_thrust_approx_mape,val_thrust_approx_rmse,val_sfc_mape,val_sfc_rmse,val_T2_mape,val_T2_rmse,val_T4_mape,val_T4_rmse,val_T30_mape,val_T30_rmse,val_T50_mape,val_T50_rmse,val_P2_mape,val_P2_rmse,val_P30_mape,val_P30_rmse,val_Nf_mape,val_Nf_rmse,val_Nc_mape,val_Nc_rmse,val_farB_mape,val_farB_rmse,val_W_inlet_mape,val_W_inlet_rmse,val_BPR_mape,val_BPR_rmse,val_wf_mape,val_wf_rmse
10,1972244.47575,1879052.25,1972243.2735,1.7489766397476196,8.387806704521179,0.208,0.10079999999999999,17.707427978515625,5009.94091796875,42.61143493652344,0.44039297103881836,1.7845416069030762,12.724352836608887,3.095294237136841,117.77084350585938,5.329523086547852,95.44913482666016,2.865957736968994,61.5558967590332,0.6306983232498169,0.10559423267841339,20.843921661376953,62.8135986328125,7.7094407081604,473.1737365722656,8.87244987487793,972.275146484375,2.9547377380367834e-06,1.1654562870333507e-09,12.175251960754395,84.40856170654297,49.225337982177734,0.07360395044088364,33.3917236328125,1.1946425437927246
11,1725582.22075,2099320.0,1725581.14925,1.6587541642189025,6.242874123573303,0.22780000000000003,0.11078000000000005,13.952239036560059,5308.35400390625,33.21159362792969,0.30795449018478394,1.8692206144332886,12.585600852966309,3.0317342281341553,117.99004364013672,5.014265537261963,91.55813598632812,2.760190963745117,60.19083786010742,0.6306983232498169,0.10559423267841339,21.121559143066406,59.291500091552734,7.310661792755127,461.7210693359375,8.724762916564941,980.5701293945312,2.9547377380367834e-06,1.1654562870333507e-09,11.244141578674316,86.884521484375,49.29319381713867,0.07168987393379211,32.88047790527344,1.2354252338409424
12,1692141.43425,1308618.125,1692140.2435,1.5858559145927429,6.60046209526062,0.24759999999999988,0.12076000000000002,12.605127334594727,4143.23291015625,39.462493896484375,0.43078455328941345,2.010093927383423,13.452539443969727,2.8897035121917725,109.01626586914062,4.678231716156006,88.17595672607422,2.637169599533081,56.51523208618164,0.6306983232498169,0.10559423267841339,22.228675842285156,70.83905029296875,7.135690212249756,434.52764892578125,8.474957466125488,964.8187255859375,2.9547377380367834e-06,1.1654562870333507e-09,10.866434097290039,80.79063415527344,48.96620178222656,0.07259548455476761,34.985408782958984,1.1869512796401978
13,1461502.793,1116375.125,1461501.517,1.7885337705612183,6.077964303970337,0.2674,0.13074000000000002,11.8898344039917,3808.00390625,32.703941345214844,0.323661208152771,1.9995275735855103,12.851092338562012,2.6706228256225586,98.80240631103516,4.5018696784973145,84.12696075439453,2.638035535812378,54.83998107910156,0.6306983232498169,0.10559423267841339,21.869077682495117,59.26445388793945,7.150632858276367,441.4369201660156,8.284127235412598,950.1691284179688,2.9547377380367834e-06,1.1654562870333507e-09,11.758974075317383,84.4961929321289,49.34146499633789,0.07178439199924469,34.26910400390625,1.143447995185852
14,1400983.81,1483185.75,1400982.56175,1.6342626376152039,5.5347032995224,0.28719999999999996,0.14072000000000007,13.11906623840332,4433.65478515625,36.8316650390625,0.3981061279773712,1.7068214416503906,11.9419584274292,2.605602502822876,95.20500183105469,4.237048149108887,78.78417205810547,2.4926793575286865,51.46798324584961,0.6306983232498169,0.10559423267841339,18.638736724853516,58.166229248046875,6.549097537994385,418.2942199707031,8.395118713378906,951.10888671875,2.9547377380367834e-06,1.1654562870333507e-09,10.070197105407715,79.189208984375,49.17000961303711,0.07421790808439255,34.26875305175781,1.137934923171997
15,1303235.45925,868202.1875,1303234.18925,1.5048371596336365,5.311039158821106,0.3070000000000001,0.15070000000000006,11.519055366516113,3329.22216796875,36.450828552246094,0.370858758687973,1.8544206619262695,12.162074089050293,2.503467559814453,95.22293090820312,4.045851707458496,78.62661743164062,2.475405216217041,52.42511749267578,0.6306983232498169,0.10559423267841339,18.855749130249023,52.188682556152344,6.809557914733887,423.2952880859375,8.075820922851562,930.1478271484375,2.9547377380367834e-06,1.1654562870333507e-09,10.737430572509766,76.6708755493164,48.63740921020508,0.07128582149744034,34.64241027832031,1.1869521141052246
16,1109561.21775,1315650.0,1109559.9315,1.665059882879257,4.63651138305664,0.32680000000000003,0.16068,12.36954402923584,4169.9150390625,41.5358772277832,0.4469741880893707,1.7686747312545776,12.305132865905762,2.3684165477752686,88.56633758544922,4.068187713623047,75.85862731933594,2.080092430114746,43.69481658935547,0.6306983232498169,0.10559423267841339,17.878122329711914,54.641178131103516,6.438854217529297,402.8636474609375,7.967172622680664,918.1649169921875,2.9547377380367834e-06,1.1654562870333507e-09,11.23554801940918,83.2387466430664,48.75924301147461,0.0719984918832779,33.94063186645508,1.107183575630188
17,1080236.713,1059027.625,1080235.425,1.588413064956665,4.358232308387756,0.3466000000000002,0.17066000000000003,10.559831619262695,3715.15771484375,38.8575553894043,0.3891533613204956,1.6952799558639526,11.267332077026367,2.29364013671875,86.76097869873047,3.708350658416748,72.17941284179688,2.2085647583007812,45.452110290527344,0.6306983232498169,0.10559423267841339,16.952669143676758,53.174034118652344,6.239543914794922,407.8602600097656,7.90200662612915,912.6712646484375,2.9547377380367834e-06,1.1654562870333507e-09,11.979972839355469,83.0956039428711,50.28864288330078,0.0726609006524086,33.27546310424805,1.0615071058273315
18,1022246.69525,1104626.625,1022245.0525,1.5727234406471253,5.926470749855041,0.36639999999999984,0.18063999999999997,11.021708488464355,3803.492919921875,38.23158645629883,0.4200848937034607,1.7904605865478516,12.1757230758667,1.9981285333633423,73.77539825439453,3.6140778064727783,68.12085723876953,2.034860372543335,40.660865783691406,0.6306983232498169,0.10559423267841339,17.318706512451172,53.7720947265625,5.983711242675781,390.0207824707031,7.899646282196045,908.1314697265625,2.9547377380367834e-06,1.1654562870333507e-09,12.01787281036377,81.28755187988281,50.84569549560547,0.07441826909780502,32.51780700683594,1.005399227142334
19,981447.050875,625982.75,981445.608625,1.5901367979049683,4.351022235870361,0.38620000000000004,0.19061999999999998,10.637113571166992,2791.892822265625,38.3623046875,0.3991720974445343,1.663044810295105,10.960243225097656,2.4114625453948975,89.9615478515625,3.542402744293213,72.43364715576172,2.419891595840454,50.421287536621094,0.6306983232498169,0.10559423267841339,18.140954971313477,51.56308364868164,6.06555700302124,387.4843444824219,7.6442389488220215,890.7022094726562,2.9547377380367834e-06,1.1654562870333507e-09,13.19294261932373,83.23545837402344,50.77909851074219,0.07373788952827454,33.30697250366211,1.0829052925109863
20,855341.646,663278.75,855340.178125,1.5138660063743592,4.243848907470703,0.40599999999999986,0.20060000000000014,12.908185958862305,2886.7138671875,42.40606689453125,0.4557041823863983,1.8606070280075073,11.93950366973877,1.9584406614303589,71.45011901855469,3.599010467529297,65.77921295166016,2.071913957595825,40.895259857177734,0.6306983232498169,0.10559423267841339,16.72410011291504,48.92577362060547,5.501589775085449,380.9961853027344,7.607386112213135,887.558349609375,2.9547377380367834e-06,1.1654562870333507e-09,10.60073184967041,78.83364868164062,50.62260437011719,0.0749783143401146,35.01313400268555,1.1273860931396484
21,729151.2985,652587.25,729149.666375,1.6762645597457886,4.365234798431397,0.42580000000000007,0.21058000000000004,9.434347152709961,2858.4638671875,37.484310150146484,0.345586895942688,1.7258962392807007,11.41951847076416,2.0273029804229736,75.67218017578125,3.295562744140625,64.49927520751953,2.237682819366455,43.771575927734375,0.6306983232498169,0.10559423267841339,15.65436840057373,47.07511520385742,5.564370155334473,384.477783203125,7.759049415588379,892.9136352539062,2.9547377380367834e-06,1.1654562870333507e-09,10.89711856842041,78.27381134033203,49.76700973510742,0.07392518222332001,36.670799255371094,1.1490211486816406
22,729601.225375,1095084.25,729599.609875,1.5620015940666199,4.1799956321716305,0.4455999999999998,0.22055999999999995,9.603128433227539,3801.2041015625,38.74631881713867,0.37603703141212463,1.724386215209961,11.155052185058594,1.9201587438583374,68.86761474609375,3.297597646713257,61.19921112060547,2.1130030155181885,41.897186279296875,0.6306983232498169,0.10559423267841339,15.27101993560791,43.56103515625,5.502705097198486,379.70111083984375,7.334483623504639,847.7603759765625,2.9547377380367834e-06,1.1654562870333507e-09,11.642317771911621,82.96757507324219,50.1289176940918,0.07500144094228745,35.223365783691406,1.1000839471817017
23,736254.314875,345888.25,736252.68225,1.4937171950340271,4.076598751068115,0.4654,0.23054000000000005,8.15122127532959,2002.1982421875,33.0059814453125,0.6228448152542114,1.6202419996261597,10.569600105285645,1.923087239265442,68.68498992919922,3.2107324600219727,59.22954177856445,2.1102378368377686,43.4986686706543,0.6306983232498169,0.10559423267841339,15.984664916992188,46.715370178222656,5.376445293426514,353.52740478515625,7.206472873687744,830.6392822265625,2.9547377380367834e-06,1.1654562870333507e-09,11.998360633850098,79.18612670898438,51.18907165527344,0.07720627635717392,33.2598876953125,1.005059838294983
24,771602.328,397559.15625,771600.29825,1.634813831806183,5.130826663970947,0.48519999999999985,0.24052000000000004,9.863652229309082,2182.180908203125,38.31334686279297,0.39443543553352356,1.843566656112671,11.823029518127441,1.7748770713806152,63.914146423339844,3.376410484313965,60.805763244628906,2.016523599624634,40.520816802978516,0.6306983232498169,0.10559423267841339,18.622222900390625,46.413944244384766,5.3550286293029785,358.1809997558594,6.8189239501953125,810.9554443359375,2.9547377380367834e-06,1.1654562870333507e-09,10.627235412597656,78.98831176757812,49.542762756347656,0.07487743347883224,33.31830596923828,0.961340069770813
25,556953.230125,444833.53125,556951.139375,1.596133882522583,5.134983680725098,0.505,0.25050000000000006,7.943966388702393,2330.568115234375,35.175174713134766,0.34639519453048706,1.7959635257720947,11.663612365722656,1.7881665229797363,64.36204528808594,3.064007520675659,56.0295295715332,1.9866801500320435,39.26111602783203,0.6306983232498169,0.10559423267841339,14.0941801071167,44.029823303222656,5.107769012451172,357.74810791015625,6.847640037536621,806.5737915039062,2.9547377380367834e-06,1.1654562870333507e-09,11.79613208770752,81.64971160888672,50.766849517822266,0.07605484873056412,34.489646911621094,0.9803057312965393
26,645699.0405,509720.375,645696.96625,1.607199284553528,4.711235883712768,0.5247999999999999,0.26047999999999993,8.494486808776855,2528.00341796875,34.3841667175293,0.34723174571990967,1.7159544229507446,11.377823829650879,1.8799043893814087,68.48323822021484,2.9973955154418945,59.5153694152832,2.074019193649292,41.869972229003906,0.6306983232498169,0.10559423267841339,14.704275131225586,43.00358200073242,5.034448623657227,347.5303039550781,6.59004545211792,778.731201171875,2.9547377380367834e-06,1.1654562870333507e-09,11.281682968139648,78.15087127685547,48.80298614501953,0.07306554913520813,33.694766998291016,0.9431127905845642
27,618147.7761875,313370.625,618145.7770625,1.5576479144096373,4.268611713886261,0.5446000000000001,0.27046,10.335966110229492,1925.3729248046875,40.50053787231445,0.42594388127326965,1.8941869735717773,12.47083568572998,1.821662425994873,65.06945037841797,2.938570499420166,55.300323486328125,2.149066925048828,42.05742645263672,0.6306983232498169,0.10559423267841339,14.03181266784668,42.18483352661133,4.678462982177734,322.06170654296875,6.162858963012695,747.914306640625,2.9547377380367834e-06,1.1654562870333507e-09,10.965115547180176,77.57444763183594,49.639347076416016,0.07566040009260178,33.54060745239258,0.9450255632400513
28,650417.354375,1186248.0,650415.155625,1.6053267030715943,4.604467587471008,0.5644000000000003,0.28043999999999997,7.197341442108154,3991.81005859375,30.502656936645508,0.30909159779548645,1.7018907070159912,10.906723976135254,1.9678231477737427,69.48258972167969,2.9214179515838623,54.53661346435547,2.0174219608306885,40.61153030395508,0.6306983232498169,0.10559423267841339,15.697757720947266,45.161258697509766,4.390140533447266,323.8455505371094,6.139344692230225,741.2068481445312,2.9547377380367834e-06,1.1654562870333507e-09,11.305790901184082,83.90409851074219,49.36756896972656,0.07449117302894592,32.392547607421875,0.9097979664802551
29,605339.33725,303155.1875,605337.0505,1.5584575700759888,4.752934292793274,0.5841999999999997,0.2904199999999999,7.3053083419799805,1899.059814453125,32.319820404052734,0.3214139938354492,1.7480579614639282,11.053473472595215,1.9027689695358276,68.24658203125,2.9657444953918457,58.63050079345703,2.078754186630249,40.957881927490234,0.6306983232498169,0.10559423267841339,16.807437896728516,45.752872467041016,4.531482219696045,320.2423400878906,5.874732971191406,718.967041015625,2.9547377380367834e-06,1.1654562870333507e-09,12.058975219726562,79.20984649658203,49.09822463989258,0.07307391613721848,30.880678176879883,0.8907759189605713
30,511502.464,413897.75,511500.06975,1.6117164087295532,4.728684283256531,0.6039999999999999,0.30040000000000006,7.526472091674805,2272.8623046875,30.253692626953125,0.30259865522384644,1.6778959035873413,10.68669319152832,1.8077472448349,63.97689437866211,2.9746508598327637,56.35388946533203,2.046191453933716,40.70640563964844,0.6306983232498169,0.10559423267841339,12.789787292480469,41.465232849121094,4.211093425750732,319.1786804199219,5.823805332183838,714.2839965820312,2.9547377380367834e-06,1.1654562870333507e-09,11.409098625183105,76.24628448486328,50.1974983215332,0.075741708278656,31.292354583740234,0.9238169193267822
31,483491.1014375,457118.6875,483488.5939375,1.5896597757339477,4.8878296337127685,0.6238,0.31038000000000004,6.806761741638184,2387.203369140625,29.339366912841797,0.30138662457466125,1.863921046257019,11.708639144897461,1.8954428434371948,68.02751922607422,2.909167766571045,55.85162353515625,2.05502986907959,41.27479934692383,0.6306983232498169,0.10559423267841339,13.578250885009766,41.26573181152344,4.517740249633789,316.81158447265625,6.0293169021606445,763.9994506835938,2.9547377380367834e-06,1.1654562870333507e-09,11.264436721801758,74.50144958496094,49.70109939575195,0.0747516006231308,31.01447868347168,0.9280609488487244
32,483234.2095,340696.84375,483231.478125,1.574637842655182,5.359144240379334,0.6436000000000003,0.3203600000000001,8.05473804473877,2044.578125,31.32695198059082,0.31602051854133606,1.791020154953003,11.358735084533691,1.8290420770645142,65.12909698486328,2.847503662109375,54.39262771606445,2.1929140090942383,42.43643569946289,0.6306983232498169,0.10559423267841339,12.965027809143066,40.99296951293945,4.125783443450928,308.7366638183594,5.551625728607178,691.451416015625,2.9547377380367834e-06,1.1654562870333507e-09,10.221150398254395,72.1554946899414,50.069236755371094,0.07574919611215591,29.438983917236328,0.849427342414856
33,434076.194,368466.09375,434073.275,1.5969723076820375,5.637799953460694,0.6633999999999999,0.33033999999999997,5.9120192527771,2138.024658203125,29.808568954467773,0.3047001361846924,1.8803201913833618,12.30955982208252,1.7233669757843018,61.279441833496094,2.685976982116699,52.63240432739258,1.9143532514572144,38.060760498046875,0.6306983232498169,0.10559423267841339,14.119477272033691,40.594932556152344,4.140021324157715,310.63275146484375,5.466431140899658,689.0709838867188,2.9547377380367834e-06,1.1654562870333507e-09,11.960633277893066,79.21599578857422,47.773963928222656,0.07297846674919128,29.92442512512207,0.8417048454284668
34,420253.89425,408345.53125,420250.722125,1.5802768330574035,6.148007292747497,0.6831999999999999,0.34032000000000007,7.324902534484863,2263.5791015625,26.74761390686035,0.28483304381370544,1.6436948776245117,10.382020950317383,1.8265018463134766,65.05172729492188,2.8867111206054688,54.20184326171875,2.1239817142486572,41.93735122680664,0.6306983232498169,0.10559423267841339,12.139015197753906,37.9776496887207,3.878251552581787,306.00372314453125,5.402756690979004,695.8268432617188,2.9547377380367834e-06,1.1654562870333507e-09,9.546370506286621,68.84740447998047,49.50415802001953,0.07575763761997223,29.122966766357422,0.8501801490783691
35,519334.924625,344381.6875,519331.9829375,1.589925501346588,5.204547335624695,0.7030000000000001,0.3502999999999998,6.64609956741333,2064.795166015625,26.889026641845703,0.28931036591529846,1.635155439376831,10.24720287322998,1.6907293796539307,60.29716110229492,2.632172107696533,51.3912467956543,1.907939076423645,37.856414794921875,0.6306983232498169,0.10559423267841339,13.066869735717773,40.50762939453125,4.018872261047363,301.1894836425781,5.235571384429932,673.0623779296875,2.9547377380367834e-06,1.1654562870333507e-09,10.280243873596191,69.03495788574219,49.68465805053711,0.0745164081454277,27.413278579711914,0.7960378527641296
36,426686.220875,240028.171875,426683.3648125,1.5630524315834045,4.79666766834259,0.7228000000000003,0.3602800000000002,6.4191365242004395,1675.9539794921875,27.731101989746094,0.29987552762031555,1.6099467277526855,10.440157890319824,1.6480481624603271,59.29343795776367,2.596872568130493,52.38200378417969,1.885327935218811,36.97039031982422,0.6306983232498169,0.10559423267841339,13.637840270996094,38.92599868774414,3.810025453567505,302.3343811035156,5.066662311553955,667.9395141601562,2.9547377380367834e-06,1.1654562870333507e-09,9.711346626281738,68.95626068115234,49.3030891418457,0.07485584169626236,27.391517639160156,0.7902606129646301
37,410607.7009375,352863.15625,410605.2391875,1.5255495176315308,3.5852780389785766,0.7425999999999998,0.37026000000000003,6.780386924743652,2084.930908203125,24.614355087280273,0.24457617104053497,1.5762689113616943,10.142934799194336,2.0337307453155518,72.50287628173828,2.7584543228149414,54.578269958496094,1.9868539571762085,38.53129577636719,0.6306983232498169,0.10559423267841339,12.930547714233398,36.666988372802734,3.8815386295318604,306.1331787109375,5.407164096832275,695.1463012695312,2.9547377380367834e-06,1.1654562870333507e-09,10.831693649291992,70.83119201660156,50.1026611328125,0.07478265464305878,26.133214950561523,0.763322651386261
38,404751.62025,340791.09375,404748.5184375,1.5220164625644683,5.107762400627136,0.7623999999999997,0.38024,6.268457412719727,2062.06298828125,24.78709602355957,0.27008384466171265,1.597388505935669,10.323578834533691,1.6640594005584717,59.89091110229492,2.618638515472412,51.33328628540039,1.7726662158966064,35.3363037109375,0.6306983232498169,0.10559423267841339,12.213293075561523,37.8916130065918,3.5685629844665527,287.1562194824219,4.901976108551025,650.54296875,2.9547377380367834e-06,1.1654562870333507e-09,9.31295394897461,65.39996337890625,49.43510055541992,0.07564644515514374,25.1710147857666,0.7481734752655029
39,455437.872125,884297.4375,455435.5590625,1.5488774285316467,2.8203818683624267,0.7821999999999999,0.39022000000000007,9.938337326049805,3438.16552734375,30.24643898010254,0.32657745480537415,1.5464820861816406,10.197768211364746,1.6443427801132202,59.53916549682617,2.5910909175872803,51.919532775878906,1.8618253469467163,37.178985595703125,0.6306983232498169,0.10559423267841339,13.334894180297852,42.51435470581055,4.09088134765625,318.909423828125,4.847755432128906,665.4032592773438,2.9547377380367834e-06,1.1654562870333507e-09,9.837935447692871,71.86177825927734,51.16031265258789,0.07601623237133026,25.625015258789062,0.7521503567695618
40,453646.03625,254361.0,453643.5865,1.5340967106819152,3.0382727346420286,0.802,0.4001999999999999,6.2109375,1722.8887939453125,22.33150291442871,0.2602214217185974,1.464595913887024,9.739663124084473,1.6729222536087036,60.7321891784668,2.467736005783081,48.824100494384766,1.7649171352386475,35.468971252441406,0.6306983232498169,0.10559423267841339,11.617886543273926,36.224632263183594,3.891728401184082,310.63592529296875,5.20382022857666,694.9315795898438,2.9547377380367834e-06,1.1654562870333507e-09,10.29331111907959,67.28486633300781,49.50646209716797,0.07463124394416809,23.401493072509766,0.7115625739097595
41,390119.24875,285059.375,390116.4898125,1.6288241000175476,3.4609911041259767,0.8217999999999996,0.41017999999999993,6.703132629394531,1865.459716796875,22.217477798461914,0.24096843600273132,1.6175551414489746,10.332259178161621,1.7122496366500854,61.393280029296875,2.768460988998413,52.17112350463867,1.8826665878295898,38.29656982421875,0.6306983232498169,0.10559423267841339,11.611871719360352,36.992984771728516,3.577026844024658,285.3709716796875,4.788107872009277,644.402587890625,2.9547377380367834e-06,1.1654562870333507e-09,9.473499298095703,68.91041564941406,49.91469192504883,0.07568632066249847,24.004547119140625,0.715468168258667
42,393529.82275,223792.25,393527.123,1.558260954618454,3.3003152117729186,0.8415999999999998,0.42016000000000014,7.598789691925049,1617.7562255859375,24.283246994018555,0.2562033534049988,1.4606201648712158,9.293886184692383,1.65275239944458,60.654762268066406,2.5690550804138184,50.40757751464844,1.7662429809570312,35.693702697753906,0.6306983232498169,0.10559423267841339,12.01176929473877,35.92769241333008,3.6216325759887695,292.23321533203125,4.6674957275390625,645.8453979492188,2.9547377380367834e-06,1.1654562870333507e-09,9.741154670715332,67.44937133789062,50.56474304199219,0.07609827071428299,22.13182830810547,0.6984686255455017
43,463922.4868125,354193.6875,463919.766625,1.5025145215988158,3.3114055156707765,0.8613999999999999,0.43013999999999986,7.072000980377197,2105.545654296875,19.678014755249023,0.2159343957901001,1.5963971614837646,10.28813362121582,1.6796847581863403,60.66116714477539,2.5555830001831055,47.03873825073242,1.8025660514831543,36.449851989746094,0.6306983232498169,0.10559423267841339,11.018006324768066,36.90483093261719,3.414921760559082,303.4759216308594,4.7835001945495605,648.0699462890625,2.9547377380367834e-06,1.1654562870333507e-09,9.598126411437988,67.74492645263672,49.665157318115234,0.07617510855197906,21.019277572631836,0.6534356474876404
44,367855.5030625,377569.6875,367852.2225,1.6576317701339722,4.131096040725708,0.8812000000000002,0.44012000000000007,8.684418678283691,2180.98974609375,19.77060317993164,0.24549345672130585,1.6284756660461426,10.681001663208008,1.8010132312774658,65.6928482055664,2.9405171871185303,54.30316925048828,1.921046495437622,39.51470184326172,0.6306983232498169,0.10559423267841339,13.571779251098633,37.817779541015625,3.5033204555511475,285.035400390625,4.713201522827148,657.7337646484375,2.9547377380367834e-06,1.1654562870333507e-09,9.519640922546387,70.7542495727539,49.97370147705078,0.0758906900882721,19.13448143005371,0.6434795260429382
